time,magX,magY,magZ,accelX,accelY,accelZ,gyroX,gyroY,gyroZ,temperature,pressure,altitude,accMag,qw,qx,qy,qz,initialAltAchieved,landingDetected
280.21, -0.36, 0.25, -0.25, 5.88, -7.28, 2.62, 0.00, -0.00, -0.02, 31.90, 100.09, 103.16, 9.72, -0.56, 0.57, 0.60, -0.05, 1, 1
280.23, -0.36, 0.24, -0.26, 5.89, -7.28, 2.71, 0.00, -0.00, -0.02, 31.90, 100.09, 103.16, 9.75, -0.56, 0.57, 0.60, -0.05, 1, 1
280.25, -0.36, 0.24, -0.26, 5.89, -7.28, 2.71, 0.00, -0.00, -0.02, 31.90, 100.09, 103.16, 9.75, -0.56, 0.57, 0.60, -0.05, 1, 1
280.27, -0.35, 0.25, -0.25, 5.88, -7.28, 2.67, 0.00, -0.00, -0.02, 31.90, 100.09, 103.16, 9.73, -0.56, 0.57, 0.60, -0.05, 1, 1
280.29, -0.35, 0.25, -0.25, 5.88, -7.28, 2.67, 0.00, -0.00, -0.02, 31.90, 100.09, 103.16, 9.73, -0.56, 0.57, 0.60, -0.05, 1, 1
280.31, -0.36, 0.25, -0.24, 5.89, -7.28, 2.64, 0.00, -0.00, -0.02, 31.90, 100.11, 101.82, 9.72, -0.56, 0.57, 0.60, -0.05, 1, 1
280.33, -0.36, 0.25, -0.24, 5.89, -7.28, 2.64, 0.00, -0.00, -0.02, 31.90, 100.11, 101.82, 9.72, -0.56, 0.57, 0.60, -0.05, 1, 1
280.35, -0.36, 0.24, -0.25, 5.91, -7.30, 2.67, 0.00, 0.00, -0.02, 31.90, 100.09, 103.16, 9.76, -0.56, 0.57, 0.60, -0.05, 1, 1
280.37, -0.36, 0.24, -0.25, 5.91, -7.30, 2.67, 0.00, 0.00, -0.02, 31.90, 100.09, 103.16, 9.76, -0.56, 0.57, 0.60, -0.05, 1, 1
280.39, -0.36, 0.24, -0.25, 5.89, -7.28, 2.64, 0.00, -0.00, -0.02, 31.90, 100.10, 102.83, 9.73, -0.56, 0.57, 0.60, -0.05, 1, 1
280.41, -0.36, 0.24, -0.25, 5.89, -7.28, 2.64, 0.00, -0.00, -0.02, 31.90, 100.10, 102.83, 9.73, -0.56, 0.57, 0.60, -0.05, 1, 1
280.43, -0.34, 0.24, -0.24, 5.89, -7.29, 2.69, 0.00, -0.00, -0.02, 31.90, 100.11, 101.82, 9.75, -0.56, 0.57, 0.60, -0.05, 1, 1
280.45, -0.34, 0.24, -0.24, 5.89, -7.29, 2.69, 0.00, -0.00, -0.02, 31.90, 100.11, 101.82, 9.75, -0.56, 0.57, 0.60, -0.05, 1, 1
280.47, -0.36, 0.26, -0.25, 5.88, -7.31, 2.66, 0.00, -0.00, -0.02, 31.90, 100.10, 102.83, 9.75, -0.56, 0.57, 0.60, -0.05, 1, 1
280.49, -0.36, 0.26, -0.25, 5.88, -7.31, 2.66, 0.00, -0.00, -0.02, 31.90, 100.10, 102.83, 9.75, -0.56, 0.57, 0.60, -0.05, 1, 1
280.51, -0.36, 0.25, -0.25, 5.88, -7.31, 2.68, 0.00, 0.00, -0.02, 31.90, 100.09, 103.16, 9.76, -0.56, 0.57, 0.60, -0.05, 1, 1
280.53, -0.36, 0.25, -0.25, 5.88, -7.31, 2.68, 0.00, 0.00, -0.02, 31.90, 100.09, 103.16, 9.76, -0.56, 0.57, 0.60, -0.05, 1, 1
280.55, -0.36, 0.22, -0.25, 5.87, -7.28, 2.69, 0.00, -0.00, -0.02, 31.90, 100.10, 102.24, 9.73, -0.56, 0.57, 0.60, -0.05, 1, 1
280.57, -0.36, 0.22, -0.25, 5.87, -7.28, 2.69, 0.00, -0.00, -0.02, 31.90, 100.10, 102.24, 9.73, -0.56, 0.57, 0.60, -0.05, 1, 1
280.59, -0.39, 0.28, -0.26, 5.89, -7.28, 2.70, 0.00, -0.00, -0.02, 31.90, 100.08, 103.75, 9.74, -0.56, 0.57, 0.60, -0.05, 1, 1
280.61, -0.39, 0.28, -0.26, 5.89, -7.28, 2.70, 0.00, -0.00, -0.02, 31.90, 100.08, 103.75, 9.74, -0.56, 0.57, 0.60, -0.05, 1, 1
280.63, -0.35, 0.24, -0.25, 5.92, -7.29, 2.67, 0.00, -0.00, -0.02, 31.90, 100.11, 101.82, 9.76, -0.56, 0.57, 0.60, -0.05, 1, 1
280.65, -0.35, 0.24, -0.25, 5.92, -7.29, 2.67, 0.00, -0.00, -0.02, 31.90, 100.11, 101.82, 9.76, -0.56, 0.57, 0.60, -0.05, 1, 1
280.67, -0.36, 0.25, -0.25, 5.91, -7.30, 2.68, 0.00, -0.00, -0.02, 31.90, 100.08, 103.75, 9.77, -0.56, 0.57, 0.60, -0.05, 1, 1
280.69, -0.36, 0.25, -0.25, 5.91, -7.30, 2.68, 0.00, -0.00, -0.02, 31.90, 100.08, 103.75, 9.77, -0.56, 0.57, 0.60, -0.05, 1, 1
280.71, -0.35, 0.25, -0.25, 5.90, -7.30, 2.67, 0.00, 0.00, -0.02, 31.90, 100.10, 102.83, 9.76, -0.56, 0.57, 0.60, -0.05, 1, 1
280.73, -0.35, 0.25, -0.25, 5.90, -7.30, 2.67, 0.00, 0.00, -0.02, 31.90, 100.10, 102.83, 9.76, -0.56, 0.57, 0.60, -0.05, 1, 1
280.75, -0.37, 0.25, -0.26, 5.87, -7.29, 2.66, 0.00, -0.00, -0.02, 31.90, 100.10, 102.83, 9.73, -0.56, 0.57, 0.60, -0.05, 1, 1
280.77, -0.37, 0.25, -0.26, 5.87, -7.29, 2.66, 0.00, -0.00, -0.02, 31.90, 100.10, 102.83, 9.73, -0.56, 0.57, 0.60, -0.05, 1, 1
280.79, -0.35, 0.23, -0.26, 5.88, -7.29, 2.66, 0.00, -0.00, -0.02, 31.90, 100.10, 102.83, 9.73, -0.56, 0.57, 0.60, -0.05, 1, 1
280.81, -0.35, 0.23, -0.26, 5.88, -7.29, 2.66, 0.00, -0.00, -0.02, 31.90, 100.10, 102.83, 9.73, -0.56, 0.57, 0.60, -0.05, 1, 1
280.83, -0.36, 0.20, -0.26, 5.90, -7.30, 2.67, 0.00, -0.00, -0.02, 31.90, 100.08, 103.75, 9.76, -0.56, 0.57, 0.60, -0.05, 1, 1
280.85, -0.36, 0.20, -0.26, 5.90, -7.30, 2.67, 0.00, -0.00, -0.02, 31.90, 100.08, 103.75, 9.76, -0.56, 0.57, 0.60, -0.05, 1, 1
280.87, -0.36, 0.24, -0.25, 5.90, -7.30, 2.65, 0.00, 0.00, -0.02, 31.90, 100.08, 103.75, 9.75, -0.56, 0.57, 0.60, -0.05, 1, 1
280.89, -0.36, 0.24, -0.25, 5.90, -7.30, 2.65, 0.00, 0.00, -0.02, 31.90, 100.08, 103.75, 9.75, -0.56, 0.57, 0.60, -0.05, 1, 1
280.91, -0.36, 0.25, -0.25, 5.90, -7.29, 2.67, 0.00, -0.00, -0.02, 31.90, 100.10, 102.83, 9.75, -0.56, 0.57, 0.60, -0.05, 1, 1
280.93, -0.36, 0.25, -0.25, 5.90, -7.29, 2.67, 0.00, -0.00, -0.02, 31.90, 100.10, 102.83, 9.75, -0.56, 0.57, 0.60, -0.05, 1, 1
280.95, -0.38, 0.25, -0.25, 5.89, -7.28, 2.66, 0.00, -0.00, -0.02, 31.90, 100.11, 101.82, 9.74, -0.56, 0.57, 0.60, -0.05, 1, 1
280.97, -0.38, 0.25, -0.25, 5.89, -7.28, 2.66, 0.00, -0.00, -0.02, 31.90, 100.11, 101.82, 9.74, -0.56, 0.57, 0.60, -0.05, 1, 1
280.99, -0.36, 0.24, -0.25, 5.90, -7.29, 2.70, 0.00, 0.00, -0.02, 31.90, 100.11, 101.82, 9.75, -0.56, 0.57, 0.60, -0.05, 1, 1
281.01, -0.36, 0.24, -0.25, 5.90, -7.29, 2.70, 0.00, 0.00, -0.02, 31.90, 100.11, 101.82, 9.75, -0.56, 0.57, 0.60, -0.05, 1, 1
281.03, -0.36, 0.21, -0.25, 5.88, -7.27, 2.63, 0.00, 0.00, -0.02, 31.90, 100.08, 103.75, 9.71, -0.56, 0.57, 0.60, -0.05, 1, 1
281.05, -0.36, 0.21, -0.25, 5.88, -7.27, 2.63, 0.00, 0.00, -0.02, 31.90, 100.08, 103.75, 9.71, -0.56, 0.57, 0.60, -0.05, 1, 1
281.07, -0.36, 0.22, -0.25, 5.89, -7.30, 2.64, 0.00, -0.00, -0.02, 31.90, 100.10, 102.83, 9.75, -0.56, 0.57, 0.60, -0.05, 1, 1
281.09, -0.36, 0.22, -0.25, 5.89, -7.30, 2.64, 0.00, -0.00, -0.02, 31.90, 100.10, 102.83, 9.75, -0.56, 0.57, 0.60, -0.05, 1, 1
281.11, -0.36, 0.24, -0.26, 5.89, -7.27, 2.68, 0.00, -0.00, -0.02, 31.90, 100.09, 103.16, 9.74, -0.56, 0.57, 0.60, -0.05, 1, 1
281.13, -0.36, 0.24, -0.26, 5.89, -7.27, 2.68, 0.00, -0.00, -0.02, 31.90, 100.09, 103.16, 9.74, -0.56, 0.57, 0.60, -0.05, 1, 1
281.15, -0.36, 0.16, -0.25, 5.89, -7.28, 2.66, 0.00, 0.00, -0.02, 31.90, 100.10, 102.83, 9.74, -0.56, 0.57, 0.60, -0.05, 1, 1
281.17, -0.36, 0.16, -0.25, 5.89, -7.28, 2.66, 0.00, 0.00, -0.02, 31.90, 100.10, 102.83, 9.74, -0.56, 0.57, 0.60, -0.05, 1, 1
281.19, -0.36, 0.22, -0.25, 5.88, -7.27, 2.68, 0.00, 0.00, -0.02, 31.90, 100.10, 102.83, 9.73, -0.56, 0.57, 0.60, -0.05, 1, 1
281.21, -0.36, 0.22, -0.25, 5.88, -7.27, 2.68, 0.00, 0.00, -0.02, 31.90, 100.10, 102.83, 9.73, -0.56, 0.57, 0.60, -0.05, 1, 1
281.23, -0.35, 0.24, -0.25, 5.89, -7.27, 2.63, 0.00, -0.00, -0.02, 31.90, 100.10, 102.83, 9.72, -0.56, 0.57, 0.60, -0.05, 1, 1
281.25, -0.35, 0.24, -0.25, 5.89, -7.27, 2.63, 0.00, -0.00, -0.02, 31.90, 100.10, 102.83, 9.72, -0.56, 0.57, 0.60, -0.05, 1, 1
281.27, -0.35, 0.25, -0.25, 5.89, -7.28, 2.69, 0.00, -0.00, -0.02, 31.90, 100.09, 103.16, 9.75, -0.56, 0.57, 0.60, -0.05, 1, 1
281.29, -0.35, 0.25, -0.25, 5.89, -7.28, 2.69, 0.00, -0.00, -0.02, 31.90, 100.09, 103.16, 9.75, -0.56, 0.57, 0.60, -0.05, 1, 1
281.31, -0.35, 0.25, -0.25, 5.91, -7.28, 2.68, 0.00, -0.00, -0.02, 31.90, 100.11, 101.82, 9.75, -0.56, 0.57, 0.60, -0.05, 1, 1
281.33, -0.35, 0.25, -0.25, 5.91, -7.28, 2.68, 0.00, -0.00, -0.02, 31.90, 100.11, 101.82, 9.75, -0.56, 0.57, 0.60, -0.05, 1, 1
281.35, -0.34, 0.25, -0.25, 5.90, -7.29, 2.66, 0.00, -0.00, -0.02, 31.90, 100.11, 101.82, 9.75, -0.56, 0.57, 0.60, -0.05, 1, 1
281.37, -0.34, 0.25, -0.25, 5.90, -7.29, 2.66, 0.00, -0.00, -0.02, 31.90, 100.11, 101.82, 9.75, -0.56, 0.57, 0.60, -0.05, 1, 1
281.39, -0.35, 0.22, -0.25, 5.87, -7.31, 2.67, 0.00, -0.00, -0.02, 31.90, 100.10, 102.83, 9.75, -0.56, 0.57, 0.60, -0.05, 1, 1
281.41, -0.35, 0.22, -0.25, 5.87, -7.31, 2.67, 0.00, -0.00, -0.02, 31.90, 100.10, 102.83, 9.75, -0.56, 0.57, 0.60, -0.05, 1, 1
281.43, -0.36, 0.25, -0.26, 5.89, -7.27, 2.67, 0.00, -0.00, -0.02, 31.90, 100.10, 102.83, 9.73, -0.56, 0.57, 0.60, -0.05, 1, 1
281.45, -0.36, 0.25, -0.26, 5.89, -7.27, 2.67, 0.00, -0.00, -0.02, 31.90, 100.10, 102.83, 9.73, -0.56, 0.57, 0.60, -0.05, 1, 1
281.47, -0.36, 0.25, -0.25, 5.88, -7.27, 2.69, 0.00, 0.00, -0.02, 31.90, 100.10, 102.83, 9.73, -0.56, 0.57, 0.60, -0.05, 1, 1
281.49, -0.36, 0.25, -0.25, 5.88, -7.27, 2.69, 0.00, 0.00, -0.02, 31.90, 100.10, 102.83, 9.73, -0.56, 0.57, 0.60, -0.05, 1, 1
281.51, -0.36, 0.24, -0.25, 5.90, -7.29, 2.65, 0.00, -0.00, -0.02, 31.90, 100.10, 102.49, 9.75, -0.56, 0.57, 0.60, -0.05, 1, 1
281.53, -0.36, 0.24, -0.25, 5.90, -7.29, 2.65, 0.00, -0.00, -0.02, 31.90, 100.10, 102.49, 9.75, -0.56, 0.57, 0.60, -0.05, 1, 1
281.55, -0.35, 0.24, -0.25, 5.89, -7.30, 2.70, 0.00, -0.00, -0.02, 31.90, 100.10, 102.83, 9.76, -0.56, 0.57, 0.60, -0.05, 1, 1
281.57, -0.35, 0.24, -0.25, 5.89, -7.30, 2.70, 0.00, -0.00, -0.02, 31.90, 100.10, 102.83, 9.76, -0.56, 0.57, 0.60, -0.05, 1, 1
281.59, -0.36, 0.25, -0.26, 5.88, -7.30, 2.68, 0.00, -0.00, -0.02, 31.90, 100.10, 102.83, 9.75, -0.56, 0.57, 0.60, -0.05, 1, 1
281.61, -0.36, 0.25, -0.26, 5.88, -7.30, 2.68, 0.00, -0.00, -0.02, 31.90, 100.10, 102.83, 9.75, -0.56, 0.57, 0.60, -0.05, 1, 1
281.63, -0.36, 0.24, -0.25, 5.88, -7.29, 2.68, 0.00, -0.00, -0.02, 31.90, 100.08, 103.75, 9.74, -0.56, 0.57, 0.60, -0.05, 1, 1
281.65, -0.36, 0.24, -0.25, 5.88, -7.29, 2.68, 0.00, -0.00, -0.02, 31.90, 100.08, 103.75, 9.74, -0.56, 0.57, 0.60, -0.05, 1, 1
281.67, -0.35, 0.25, -0.25, 5.91, -7.27, 2.68, 0.00, -0.00, -0.02, 31.90, 100.08, 103.75, 9.75, -0.56, 0.57, 0.60, -0.05, 1, 1
281.69, -0.35, 0.25, -0.25, 5.91, -7.27, 2.68, 0.00, -0.00, -0.02, 31.90, 100.08, 103.75, 9.75, -0.56, 0.57, 0.60, -0.05, 1, 1
281.71, -0.35, 0.24, -0.25, 5.88, -7.28, 2.65, 0.00, 0.00, -0.02, 31.90, 100.10, 102.83, 9.73, -0.56, 0.57, 0.60, -0.05, 1, 1
281.73, -0.35, 0.24, -0.25, 5.88, -7.28, 2.65, 0.00, 0.00, -0.02, 31.90, 100.10, 102.83, 9.73, -0.56, 0.57, 0.60, -0.05, 1, 1
281.75, -0.36, 0.23, -0.25, 5.89, -7.29, 2.65, 0.00, -0.00, -0.02, 31.90, 100.08, 103.75, 9.74, -0.56, 0.57, 0.60, -0.05, 1, 1
281.77, -0.36, 0.23, -0.25, 5.89, -7.29, 2.65, 0.00, -0.00, -0.02, 31.90, 100.08, 103.75, 9.74, -0.56, 0.57, 0.60, -0.05, 1, 1
281.79, -0.36, 0.28, -0.26, 5.89, -7.30, 2.69, 0.00, -0.00, -0.02, 31.90, 100.10, 102.49, 9.75, -0.56, 0.57, 0.60, -0.05, 1, 1
281.81, -0.36, 0.28, -0.26, 5.89, -7.30, 2.69, 0.00, -0.00, -0.02, 31.90, 100.10, 102.49, 9.75, -0.56, 0.57, 0.60, -0.05, 1, 1
281.83, -0.36, 0.25, -0.26, 5.87, -7.30, 2.69, 0.00, -0.00, -0.02, 31.90, 100.10, 102.49, 9.75, -0.56, 0.57, 0.60, -0.05, 1, 1
281.85, -0.36, 0.25, -0.26, 5.87, -7.30, 2.69, 0.00, -0.00, -0.02, 31.90, 100.10, 102.49, 9.75, -0.56, 0.57, 0.60, -0.05, 1, 1
281.87, -0.36, 0.25, -0.25, 5.89, -7.29, 2.68, 0.00, -0.00, -0.02, 31.90, 100.10, 102.83, 9.75, -0.56, 0.57, 0.60, -0.05, 1, 1
281.89, -0.36, 0.25, -0.25, 5.89, -7.29, 2.68, 0.00, -0.00, -0.02, 31.90, 100.10, 102.83, 9.75, -0.56, 0.57, 0.60, -0.05, 1, 1
281.91, -0.34, 0.24, -0.25, 5.91, -7.28, 2.68, 0.00, -0.00, -0.02, 31.90, 100.08, 103.75, 9.76, -0.56, 0.57, 0.60, -0.05, 1, 1
281.93, -0.34, 0.24, -0.25, 5.91, -7.28, 2.68, 0.00, -0.00, -0.02, 31.90, 100.08, 103.75, 9.76, -0.56, 0.57, 0.60, -0.05, 1, 1
281.95, -0.35, 0.23, -0.25, 5.89, -7.27, 2.69, 0.00, 0.00, -0.02, 31.90, 100.10, 102.83, 9.73, -0.56, 0.57, 0.60, -0.05, 1, 1
281.97, -0.35, 0.23, -0.25, 5.89, -7.27, 2.69, 0.00, 0.00, -0.02, 31.90, 100.10, 102.83, 9.73, -0.56, 0.57, 0.60, -0.05, 1, 1
281.99, -0.36, 0.24, -0.25, 5.90, -7.28, 2.67, 0.00, -0.00, -0.02, 31.90, 100.11, 101.82, 9.75, -0.56, 0.57, 0.60, -0.05, 1, 1
282.01, -0.36, 0.24, -0.25, 5.90, -7.28, 2.67, 0.00, -0.00, -0.02, 31.90, 100.11, 101.82, 9.75, -0.56, 0.57, 0.60, -0.05, 1, 1
282.03, -0.38, 0.25, -0.25, 5.86, -7.27, 2.66, 0.00, -0.00, -0.02, 31.90, 100.10, 102.83, 9.71, -0.56, 0.57, 0.60, -0.05, 1, 1
282.05, -0.38, 0.25, -0.25, 5.86, -7.27, 2.66, 0.00, -0.00, -0.02, 31.90, 100.10, 102.83, 9.71, -0.56, 0.57, 0.60, -0.05, 1, 1
282.07, -0.36, 0.24, -0.25, 5.89, -7.29, 2.65, 0.00, -0.00, -0.02, 31.90, 100.08, 103.75, 9.74, -0.56, 0.57, 0.60, -0.05, 1, 1
282.09, -0.36, 0.24, -0.25, 5.89, -7.29, 2.65, 0.00, -0.00, -0.02, 31.90, 100.08, 103.75, 9.74, -0.56, 0.57, 0.60, -0.05, 1, 1
282.11, -0.34, 0.19, -0.25, 5.92, -7.28, 2.68, 0.00, -0.00, -0.02, 31.90, 100.08, 103.75, 9.76, -0.56, 0.57, 0.60, -0.05, 1, 1
282.13, -0.34, 0.19, -0.25, 5.92, -7.28, 2.68, 0.00, -0.00, -0.02, 31.90, 100.08, 103.75, 9.76, -0.56, 0.57, 0.60, -0.05, 1, 1
282.15, -0.36, 0.27, -0.25, 5.91, -7.29, 2.67, 0.00, 0.00, -0.02, 31.90, 100.10, 102.83, 9.75, -0.56, 0.57, 0.60, -0.05, 1, 1
282.17, -0.36, 0.27, -0.25, 5.91, -7.29, 2.67, 0.00, 0.00, -0.02, 31.90, 100.10, 102.83, 9.75, -0.56, 0.57, 0.60, -0.05, 1, 1
282.19, -0.35, 0.25, -0.25, 5.88, -7.31, 2.65, 0.00, -0.00, -0.02, 31.90, 100.08, 103.75, 9.75, -0.56, 0.57, 0.60, -0.05, 1, 1
282.21, -0.35, 0.25, -0.25, 5.88, -7.31, 2.65, 0.00, -0.00, -0.02, 31.90, 100.08, 103.75, 9.75, -0.56, 0.57, 0.60, -0.05, 1, 1
282.23, -0.36, 0.24, -0.25, 5.89, -7.28, 2.67, 0.00, 0.00, -0.02, 31.90, 100.10, 102.49, 9.73, -0.56, 0.57, 0.60, -0.05, 1, 1
282.25, -0.36, 0.24, -0.25, 5.89, -7.28, 2.67, 0.00, 0.00, -0.02, 31.90, 100.10, 102.49, 9.73, -0.56, 0.57, 0.60, -0.05, 1, 1
282.27, -0.36, 0.22, -0.26, 5.89, -7.29, 2.68, 0.00, -0.00, -0.02, 31.90, 100.10, 102.83, 9.75, -0.56, 0.57, 0.60, -0.05, 1, 1
282.29, -0.36, 0.22, -0.26, 5.89, -7.29, 2.68, 0.00, -0.00, -0.02, 31.90, 100.10, 102.83, 9.75, -0.56, 0.57, 0.60, -0.05, 1, 1
282.31, -0.34, 0.24, -0.25, 5.90, -7.30, 2.65, 0.00, 0.00, -0.02, 31.90, 100.10, 102.83, 9.75, -0.56, 0.57, 0.60, -0.05, 1, 1
282.33, -0.34, 0.24, -0.25, 5.90, -7.30, 2.65, 0.00, 0.00, -0.02, 31.90, 100.10, 102.83, 9.75, -0.56, 0.57, 0.60, -0.05, 1, 1
282.35, -0.36, 0.25, -0.25, 5.89, -7.27, 2.68, 0.00, -0.00, -0.02, 31.90, 100.10, 102.83, 9.73, -0.56, 0.57, 0.60, -0.05, 1, 1
282.37, -0.36, 0.25, -0.25, 5.89, -7.27, 2.68, 0.00, -0.00, -0.02, 31.90, 100.10, 102.83, 9.73, -0.56, 0.57, 0.60, -0.05, 1, 1
282.39, -0.35, 0.24, -0.25, 5.89, -7.30, 2.65, 0.00, -0.00, -0.02, 31.90, 100.08, 103.75, 9.74, -0.56, 0.57, 0.60, -0.05, 1, 1
282.41, -0.35, 0.24, -0.25, 5.89, -7.30, 2.65, 0.00, -0.00, -0.02, 31.90, 100.08, 103.75, 9.74, -0.56, 0.57, 0.60, -0.05, 1, 1
282.43, -0.36, 0.25, -0.26, 5.89, -7.27, 2.67, 0.00, -0.00, -0.02, 31.90, 100.08, 103.75, 9.73, -0.56, 0.57, 0.60, -0.05, 1, 1
282.45, -0.36, 0.25, -0.26, 5.89, -7.27, 2.67, 0.00, -0.00, -0.02, 31.90, 100.08, 103.75, 9.73, -0.56, 0.57, 0.60, -0.05, 1, 1
282.47, -0.35, 0.18, -0.25, 5.89, -7.29, 2.67, 0.00, -0.00, -0.02, 31.90, 100.11, 101.82, 9.74, -0.56, 0.57, 0.60, -0.05, 1, 1
282.49, -0.35, 0.18, -0.25, 5.89, -7.29, 2.67, 0.00, -0.00, -0.02, 31.90, 100.11, 101.82, 9.74, -0.56, 0.57, 0.60, -0.05, 1, 1
282.51, -0.36, 0.21, -0.26, 5.90, -7.28, 2.67, 0.00, -0.00, -0.02, 31.90, 100.10, 102.49, 9.74, -0.56, 0.57, 0.60, -0.05, 1, 1
282.53, -0.36, 0.21, -0.26, 5.90, -7.28, 2.67, 0.00, -0.00, -0.02, 31.90, 100.10, 102.49, 9.74, -0.56, 0.57, 0.60, -0.05, 1, 1
282.55, -0.35, 0.24, -0.25, 5.89, -7.29, 2.65, 0.00, -0.00, -0.02, 31.90, 100.09, 103.42, 9.74, -0.56, 0.57, 0.60, -0.05, 1, 1
282.57, -0.35, 0.24, -0.25, 5.89, -7.29, 2.65, 0.00, -0.00, -0.02, 31.90, 100.09, 103.42, 9.74, -0.56, 0.57, 0.60, -0.05, 1, 1
282.59, -0.36, 0.22, -0.24, 5.90, -7.30, 2.66, 0.00, -0.00, -0.02, 31.90, 100.11, 101.82, 9.76, -0.56, 0.57, 0.60, -0.05, 1, 1
282.61, -0.36, 0.22, -0.24, 5.90, -7.30, 2.66, 0.00, -0.00, -0.02, 31.90, 100.11, 101.82, 9.76, -0.56, 0.57, 0.60, -0.05, 1, 1
282.63, -0.37, 0.24, -0.25, 5.89, -7.29, 2.66, 0.00, 0.00, -0.02, 31.90, 100.11, 101.82, 9.74, -0.56, 0.57, 0.60, -0.05, 1, 1
282.65, -0.37, 0.24, -0.25, 5.89, -7.29, 2.66, 0.00, 0.00, -0.02, 31.90, 100.11, 101.82, 9.74, -0.56, 0.57, 0.60, -0.05, 1, 1
282.67, -0.36, 0.25, -0.25, 5.88, -7.28, 2.69, 0.00, -0.00, -0.02, 31.90, 100.10, 102.49, 9.74, -0.56, 0.57, 0.60, -0.05, 1, 1
282.69, -0.36, 0.25, -0.25, 5.88, -7.28, 2.69, 0.00, -0.00, -0.02, 31.90, 100.10, 102.49, 9.74, -0.56, 0.57, 0.60, -0.05, 1, 1
282.71, -0.36, 0.23, -0.25, 5.90, -7.28, 2.67, 0.00, 0.00, -0.02, 31.90, 100.11, 101.48, 9.74, -0.56, 0.57, 0.60, -0.05, 1, 1
282.73, -0.36, 0.23, -0.25, 5.90, -7.28, 2.67, 0.00, 0.00, -0.02, 31.90, 100.11, 101.48, 9.74, -0.56, 0.57, 0.60, -0.05, 1, 1
282.75, -0.36, 0.24, -0.25, 5.87, -7.29, 2.67, 0.00, -0.00, -0.02, 31.90, 100.08, 103.75, 9.74, -0.56, 0.57, 0.60, -0.05, 1, 1
282.77, -0.36, 0.24, -0.25, 5.87, -7.29, 2.67, 0.00, -0.00, -0.02, 31.90, 100.08, 103.75, 9.74, -0.56, 0.57, 0.60, -0.05, 1, 1
282.79, -0.37, 0.24, -0.25, 5.91, -7.28, 2.68, 0.00, -0.00, -0.02, 31.90, 100.10, 102.49, 9.75, -0.56, 0.57, 0.60, -0.06, 1, 1
282.81, -0.37, 0.24, -0.25, 5.91, -7.28, 2.68, 0.00, -0.00, -0.02, 31.90, 100.10, 102.49, 9.75, -0.56, 0.57, 0.60, -0.06, 1, 1
282.83, -0.35, 0.24, -0.25, 5.90, -7.27, 2.68, 0.00, 0.00, -0.02, 31.90, 100.10, 102.49, 9.74, -0.56, 0.57, 0.60, -0.06, 1, 1
282.85, -0.35, 0.24, -0.25, 5.90, -7.27, 2.68, 0.00, 0.00, -0.02, 31.90, 100.10, 102.49, 9.74, -0.56, 0.57, 0.60, -0.06, 1, 1
282.87, -0.38, 0.28, -0.26, 5.90, -7.30, 2.68, 0.00, -0.00, -0.02, 31.90, 100.10, 102.83, 9.76, -0.56, 0.57, 0.60, -0.06, 1, 1
282.89, -0.38, 0.28, -0.26, 5.90, -7.30, 2.68, 0.00, -0.00, -0.02, 31.90, 100.10, 102.83, 9.76, -0.56, 0.57, 0.60, -0.06, 1, 1
282.91, -0.36, 0.25, -0.25, 5.90, -7.28, 2.67, 0.00, -0.00, -0.02, 31.90, 100.10, 102.83, 9.74, -0.56, 0.57, 0.60, -0.06, 1, 1
282.93, -0.36, 0.25, -0.25, 5.90, -7.28, 2.67, 0.00, -0.00, -0.02, 31.90, 100.10, 102.83, 9.74, -0.56, 0.57, 0.60, -0.06, 1, 1
282.95, -0.36, 0.25, -0.25, 5.91, -7.28, 2.68, 0.00, -0.00, -0.02, 31.90, 100.10, 102.49, 9.75, -0.56, 0.57, 0.60, -0.06, 1, 1
282.97, -0.36, 0.25, -0.25, 5.91, -7.28, 2.68, 0.00, -0.00, -0.02, 31.90, 100.10, 102.49, 9.75, -0.56, 0.57, 0.60, -0.06, 1, 1
282.99, -0.35, 0.25, -0.25, 5.90, -7.28, 2.65, 0.00, 0.00, -0.02, 31.90, 100.08, 103.75, 9.74, -0.56, 0.57, 0.60, -0.06, 1, 1
283.01, -0.35, 0.25, -0.25, 5.90, -7.28, 2.65, 0.00, 0.00, -0.02, 31.90, 100.08, 103.75, 9.74, -0.56, 0.57, 0.60, -0.06, 1, 1
283.03, -0.36, 0.19, -0.25, 5.89, -7.29, 2.64, 0.00, -0.00, -0.02, 31.90, 100.10, 102.83, 9.74, -0.56, 0.57, 0.60, -0.06, 1, 1
283.05, -0.36, 0.19, -0.25, 5.89, -7.29, 2.64, 0.00, -0.00, -0.02, 31.90, 100.10, 102.83, 9.74, -0.56, 0.57, 0.60, -0.06, 1, 1
283.07, -0.35, 0.24, -0.25, 5.91, -7.30, 2.68, 0.00, -0.00, -0.02, 31.90, 100.09, 103.42, 9.77, -0.56, 0.57, 0.60, -0.06, 1, 1
283.09, -0.35, 0.24, -0.25, 5.91, -7.30, 2.68, 0.00, -0.00, -0.02, 31.90, 100.09, 103.42, 9.77, -0.56, 0.57, 0.60, -0.06, 1, 1
283.11, -0.36, 0.25, -0.25, 5.87, -7.28, 2.64, 0.00, -0.00, -0.02, 31.90, 100.08, 103.75, 9.72, -0.56, 0.57, 0.60, -0.06, 1, 1
